ID,PaperID,Authors
625,1732600, 'Shrinivas R. Kulkarni'
626,1732601,'Santos Pedraz'
627,1732601, 'J. Gorgas'
628,1732601, 'N. Cardiel'
629,1732601, 'Patricia Sanchez-Blazquez'
630,1732601, 'R. Guzman'
631,1732602,'Tassilo Keilmann'
632,1732602, 'Juan José García-Ripoll\nSpanish National Research Council'
633,1732603,'R. Günther'
634,1732603, 'Wilhelm Kley\nUniversity of Tuebingen'
635,1732604,'Lara Sidoli'
636,1732604, 'Sandro Mereghetti\nNational Institute of Astrophysics'
637,1732605,'Daniel J Rolfe\nScience and Technology Facilities Council'
638,1732605, 'Timothy M. C. Abbott'
639,1732605, 'Carole A. Haswell'
640,1732606,'N. Menci'
641,1732606, 'Alfonso G. Cavaliere'
642,1732606, 'A Fontana'
643,1732606, 'E. Giallongo'
644,1732606, 'F. Poli'
645,1732607,'S. F. Sembay\nUniversity of Leicester'
646,1732607, 'R. Edelson'
647,1732607, 'A Markowitz'
648,1732607, 'R. G. Griffiths'
649,1732608,'Uma Gorti'
650,1732608, 'David Hollenbach'
651,1732609,'Naoto Kobayashi'
652,1732609, 'Hiroshi Terada\nNational Astronomical Observatory of Japan'
653,1732609, 'Miwa Goto'
654,1732609, 'Alan Tokunaga'
655,1732610,'Chien Y. Peng'
656,1732610, 'Luis C. Ho'
657,1732610, 'Chris D. Impey\nThe University of Arizona'
658,1732610, 'Hans-Walter Rix'
659,1732611,'Robert W. Johnson\nAlphawave Research'
660,1732612,'Zheng Wang\nEli Lily'
661,1732612, 'Y D Chong'
662,1732612, 'John D Joannopoulos'
663,1732612, 'Marin Soljacić'
664,1732613,'S. Heinz'
665,1732613, 'R. A. Sunyaev'
666,1732614,'Chien Y. Peng'
667,1732615,'Letizia Stanghellini'
668,1732615, 'Eva Villaver\nUniversidad Autónoma de Madrid'
669,1732615, 'Arturo Manchado\nInstituto de Astrofísica de Canarias'
670,1732615, 'Martin A. Guerrero'
671,1732616,'R. Vio'
672,1732616, 'W. Wamsteker'
673,1732617,'Dong Lai\nCornell University'
674,1732617, 'Wynn C. G. Ho'
675,1732618,'Yutaka Fujita'
676,1732618, 'Craig L. Sarazin'
677,1732618, 'Joshua Kempner'
678,1732618, 'Lawrence Rudnick'
679,1732618, 'B. Slee'
680,1732618, 'L. Roy'
681,1732618, 'H. Andernach'
682,1732618, 'Matthias Ehle'
683,1732619,'Steve B. Howell'
684,1732619, 'Boris T. Gänsicke'
685,1732619, 'Paula Szkody\nUniversity of Washington Seattle'
686,1732619, 'and Edward M. Sion'
687,1732620,'R. F. G. Wyse'
688,1732621,'L. R. Yungelson\nRussian Academy of Sciences'
689,1732621, 'G. Nelemans'
690,1732621, 'Edward P. J. van den Heuvel\nUniversity of Amsterdam'
691,1732622,'Michael Bridges\nUniversity of Cambridge'
692,1732622, 'Jason D. McEwen\nUniversity College London'
693,1732622, 'Marcos Cruz\nUniversidad de Cantabria'
694,1732622, 'M. P. Hobson\nUniversity of Cambridge'
695,1732623,'Bryan Mendez\nUniversity of California
696,1732623, Berkeley'
697,1732623, 'Marc Davis\nUniversity of California
698,1732623, Berkeley'
699,1732623, 'John Moustakas'
700,1732623, 'Jeffrey Newman'
701,1732625,'Jeremy Darling\nUniversity of Colorado Boulder'
702,1732625, 'Riccardo Giovanelli\nCornell University'
703,1732626,'Robert E. Rutledge'
704,1732626, 'Lars Bildsten'
705,1732626, 'Edward F. Brown'
706,1732626, 'George G. Pavlov'
707,1732626, 'V. E. Zavlin'
708,1732627,'Stefano Bonaccorsi\nUniversità degli Studi di Trento'
709,1732627, 'Elisa Mastrogiacomo'
710,1732628,'J. C. B. Papaloizou\nUniversity of Cambridge'
711,1732629,'Henry Ferguson\nSpace Telescope Science Institute'
712,1732629, 'Mark Dickinson'
713,1732629, 'Casey Papovich\nTexas A&M University'
714,1732630,'Frederick M. Walter\nStony Brook University'
715,1732630, 'J. M. Lattimer\nStony Brook University'
716,1732631,'S. Yu. Sazonov'
717,1732631, 'RA Sunyaev'
718,1732631, 'C. K. Cramphorn'
719,1732632,'J. B. Stevens'
720,1732632, 'M. J. Coe'
721,1732632, 'David Buckley\nSouth African Astronomical Observatory'
722,1732633,'Fabrizio Barone'
723,1732633, 'Rosario De Rosa'
724,1732633, 'Antonio Eleuteri'
725,1732633, 'Fabio Garufi'
726,1732633, 'Leopoldo Milano'
727,1732633, 'Roberto Tagliaferri'
728,1732634,'Michael Garrett'
729,1732634, 'R.W Porcas'
730,1732634, 'A. Pedlar'
731,1732634, 'Tom Muxlow'
732,1732634, 'S.T Garrington'
733,1732635,'Paul Bracken\nUniversity of Texas Rio Grande Valley'
734,1732636,'Henry Ferguson\nSpace Telescope Science Institute'
735,1732636, 'Mark Dickinson'
736,1732636, 'Casey Papovich\nTexas A&M University'
737,1732637,'Philip D. Mannheim'
738,1732638,'Ehud Nakar'
739,1732638, 'Tsvi Piran\nHebrew University of Jerusalem'
740,1732638," ""Jonathan Granot\nOpen University of Israel"
741,1732638, Ra'anana
742,1732638," Israel"""
743,1732639,'Karl-Heinz Kampert\nBergische Universität Wuppertal'
744,1732640,'Arne Rau\nMax Planck Institute for Extraterrestrial Physics'
745,1732640, 'Jochen Greiner'
746,1732641,'Rafel Escribano\nAutonomous University of Barcelona'
747,1732642,'Neil Wyn Evans\nUniversity of Cambridge'
748,1732642, 'C. Hunter'
749,1732643,'J. M. Diego'
750,1732643, 'Enrique Martinez-Gonzalez\nSpanish National Research Council'
751,1732643, 'J. L. Sanz'
752,1732643, 'Narciso Benitez\nInstituto De Astrofisica De Andalucia'
753,1732644,'Vasilis Archontis\nUniversity of St Andrews'
754,1732644, 'Søren Bertil Fabricius Dorch\nUniversity of Southern Denmark'
755,1732644, 'Aake Nordlund\nUniversity of Copenhagen'
756,1732645,'M. R. Villamariz'
757,1732645, 'A. Herrero'
758,1732645, 'S. R. Becker'
759,1732645, 'K. Butler'
760,1732646,'Erasmo Recami\nINFN - Istituto Nazionale di Fisica Nucleare'
761,1732646, 'Umberto Victor G. Recami'
762,1732647,'Janusz A. Gil'
763,1732647, 'George I. Melikidze'
764,1732647, 'Dipanjan Mitra'
765,1732648,'Martin Snethlage\nPTV AG'
766,1732648, 'Vicent J. Martínez\nUniversity of Valencia'
767,1732648, 'Dietrich Stoyan'
768,1732648, 'Enn Saar\nTartu Observatory'
769,1732649,'Julian M. Pittard'
770,1732649, 'I. Stevens'
771,1732649, 'P. M. Williams'
772,1732649, 'Andy Pollock'
773,1732649, 'S. L. Skinner'
774,1732649, 'Michael F. Corcoran'
775,1732649, 'A. F. J. Moffat'
776,1732650,'Mark Dickinson'
777,1732650, 'Mauro Giavalisco'
778,1732650, 'for the GOODS team'
779,1732651,'A. Renzini'
780,1732651, 'C. Cesarsky'
781,1732651, 'S. Cristiani'
782,1732651, 'L. da Costa'
783,1732652,'William D. Cochran'
784,1732652, 'Artie P. Hatzes'
785,1732652, 'Diane B. Paulson'
786,1732653,'Diane B. Paulson'
787,1732653, 'Steven H. Saar\nHarvard-Smithsonian Center for Astrophysics'
788,1732653, 'William D. Cochran'
789,1732653, 'Artie P. Hatzes'
790,1732654,'Andrew Gould'
791,1732654, 'Samir Salim'
792,1732655,'Ariel R. Zhitnitsky'
793,1732656,'F. Camilo'
794,1732656, 'I. H. Stairs'
795,1732656, 'D. R. Lorimer'
796,1732656, 'D. C. Backer'
797,1732656, 'S. M. Ransom'
798,1732656, 'B Klein'
799,1732656, 'R. Wielebinski'
800,1732656, 'M Kramer'
801,1732656, 'M. A. McLaughlin'
802,1732656, 'Z. Arzoumanian'
803,1732656, 'P Müller'
804,1732657,'Manny Malkan'
805,1732657, 'Erin K. S. Hicks'
806,1732657, 'H. I. Teplitz'
807,1732657, 'I. M. McLean'
808,1732657, 'H. Sugai'
809,1732657, 'Jose S. Guichard'
810,1732658,'Tzihong Chiueh'
811,1732658, 'Jounghun Lee'
812,1732658, 'Lihwai Lin'
813,1732659,'Akio K. Inoue'
814,1732660,'S. Iwamoto'
815,1732660, 'F. Takahara'
816,1732661,'Akihiro Kushino'
817,1732661, 'Yoshitaka Ishisaki'
818,1732661, 'Umeyo Morita'
819,1732661, 'Noriko Y. Yamasaki'
820,1732662,'S. Seager'
821,1732662, 'Lam Hui'
822,1732663,'Jonathan Kemp'
823,1732663, 'Joseph Patterson'
824,1732663, 'John R. Thorstensen'
825,1732663, 'Robert E. Fried'
826,1732663, 'David Skillman'
827,1732663, 'Gary Billings'
828,1732664,'Michael Nauenberg\nUniversity of California
829,1732664, Santa Cruz'
830,1732665,'Henric Krawczynski'
831,1732665, 'Paolo S. Coppi'
832,1732665, 'F. Aharonian\nDublin Institute for Advanced Studies (Dublin) and Max Planck Institute for Nuclear Physics (Heidelberg)'
833,1732666,'Orsola De Marco'
834,1732666, 'Noam Soker\nTechnion - Israel Institute of Technology'
835,1732667,'G. Meynet\nUniversity of Geneva'
836,1732667, 'Thibaut Decressin\nUniversity of Geneva'
837,1732667, 'C. Charbonnel\nUniversity of Geneva'
838,1732668,'Carlos garcia gomez\nUniversitat Rovira i Virgili'
839,1732668, 'E. Athanassoula'
840,1732668, 'C. Barbera'
841,1732669,'D. G. Yakovlev'
842,1732669, 'AD Kaminker'
843,1732669, 'Pawel Haensel\nPolish Academy of Sciences'
844,1732669, 'OY Gnedin'
845,1732670,'Thomas J. Maccarone'
846,1732670, 'Paolo S. Coppi'
847,1732671,'Julian M. Pittard\nUniversity of Leeds'
848,1732671, 'I. Stevens\nUniversity of Birmingham'
849,1732672,'K. Dennerl'
850,1732672, 'Vadim Burwitz'
851,1732672, 'J. Englhauser'
852,1732672, 'Carey Lisse'
853,1732672, 'Scott Wolk'
854,1732673,'D. J. Morris'
855,1732673, 'G. Hobbs'
856,1732673, 'AG Lyne'
857,1732673, 'I. H. Stairs'
858,1732673, 'F. Camilo'
859,1732673, 'R. N. Manchester'
860,1732673, 'Andrea Possenti'
861,1732673, 'J. F. Bell'
862,1732673, 'V. M. Kaspi'
863,1732673," ""N. D' Amico"""
864,1732673, 'Nuria Lorente'
865,1732673, 'F. Crawford'
866,1732673, 'M. Kramer'
867,1732674,'B. Semelin'
868,1732674, 'Francoise Combes\nObservatoire de Paris'
869,1732675,'Alessandra Contursi'
870,1732675, 'Michael J. Kaufman'
871,1732675, 'George Helou'
872,1732675, 'David J. Hollenbach'
873,1732675, 'James Brauher'
874,1732675, 'Gordon Stacey'
875,1732675, 'Daniel A. Dale'
876,1732675, 'Sangeeta Malhotra'
877,1732675, 'Marie-Thérèse Rubio'
878,1732675, 'Robert H. Rubin'
879,1732675, 'and Steven D. Lord'
880,1732676,"""Andrei Tokovinin\nNSF's OIR lab"""
881,1732676, 'Sylvain Baumont\nSorbonne Université'
882,1732676, 'J. Vasquez'
883,1732677,'K. Dennerl'
884,1732677, 'U. G. Briel\nMax Planck Institute for Extraterrestrial Physics'
885,1732677, 'M. J. Freyberg'
886,1732677, 'F. Haberl'
887,1732678,'Giuseppe Bono'
888,1732678, 'F. Caputo'
889,1732678, 'V. Castellani'
890,1732678, 'M. Marconi'
891,1732678, 'J. Storm'
892,1732679,'Josep M. Girart\nSpanish National Research Council'
893,1732679, 'S. Viti'
894,1732679, 'D. A. Williams'
895,1732679, 'Robert Estalella\nUniversity of Barcelona'
896,1732680,'SAGE Collaboration: J. N. Abdurashitov'
897,1732681,'V. Balek'
898,1732681, 'J. Klacka'
899,1732682,'F. Derue'
900,1732682, 'J. B. Marquette'
901,1732682, 'S. Lupone'
902,1732682, 'C. Afonso'
903,1732683,'Henrique Schmitt\nUnited States Naval Research Laboratory'
904,1732683, 'J. E. Pringle'
905,1732683, 'C. J. Clarke'
906,1732683, 'AL Kinney'
907,1732684,'Luis J. Goicoechea\nUniversidad de Cantabria'
908,1732685,'Kentaro Nagamine\nOsaka University'
909,1732685, 'Abraham Loeb'
910,1732686,'Asantha Cooray'
911,1732686, 'Alessandro Melchiorri\nSapienza University of Rome'
912,1732687,'M. Brusa'
913,1732687, 'Andrea Comastri'
914,1732687, 'E. Daddi'
915,1732687, 'A. Cimatti'
916,1732687, 'C. Vignali'
917,1732688,'Konstantin Getman'
918,1732688, 'Eric Feigelson'
919,1732688, 'Leisa Townsley'
920,1732688, 'John Bally'
921,1732688, 'Charles J. Lada'
922,1732688, 'Bo Reipurth'
923,1732689,'C. L. Carilli'
924,1732689, 'P. Cox'
925,1732689, 'F. Bertoldi'
926,1732689, 'K. M. Menten'
927,1732689, 'Alain Omont'
928,1732689, 'George Djorgovski'
929,1732689, 'A. Petric'
930,1732689, 'Alexandre Beelen'
931,1732689, 'Kerelos Isaak'
932,1732689, 'R. G. McMahon'
933,1732690,'Mikhail V. Medvedev\nUniversity of Kansas'
934,1732690, 'Norman Murray'
935,1732691,'Inseok Song\nUniversity of Georgia'
936,1732691, 'Abraham Weinberger\nRabin Medical Center'
937,1732691, 'E. E. Becklin'
938,1732691, 'B. Zuckerman'
939,1732692,'Mateusz Ruszkowski'
940,1732692, 'Mitchell C. Begelman'
941,1732693,'Christa A Hasenkopf\nOpenAQ'
942,1732693, 'R. M. Sambruna\nNASA'
943,1732693, 'Mike Eracleous'
944,1732694,'C.-S. Yu\nDalian University of Technology'
945,1732694, 'C. Li\nDalian University of Technology'
946,1732694, 'He-shan Song'
947,1732695,'Tomonori Totani'
948,1732695, 'A. Panaitescu\nLos Alamos National Laboratory'
949,1732696,'Olivier Guyon\nNational Astronomical Observatory of Japan'
950,1732697,'D. R. Ballantyne'
951,1732697, 'R. R. Ross'
952,1732697, 'A. C. Fabian'
953,1732698,'Delphine Porquet\nAix-Marseille Université'
954,1732698, 'A. Decourchelle'
955,1732698, 'R. S. Warwick'
956,1732699,'Micol Bolzonella'
957,1732699, 'Roser Pelló\nAstronomy Observatory of Marseilles Provence (OAMP)'
958,1732699, 'Dario Maccagni'
959,1732700,'Ivan Levkivskyi\nUniversity of Lausanne'
960,1732700, 'Eugene V. Sukhorukov'
961,1732701,'Gui-Jun Ding\nUniversity of Science and Technology of China'
962,1732702,'Hudong Chen\nDassault Systèmes'
963,1732702, 'Xiaowen Shan\nSouthern University of Science and Technology'
964,1732703,'Matthieu Romagny'
965,1732704,'Alessandro Melchiorri\nSapienza University of Rome'
966,1732705,'K. Dennerl'
967,1732705, 'Vadim Burwitz'
968,1732705, 'J. Englhauser'
969,1732705, 'Carey Lisse'
970,1732705, 'Scott Wolk'
971,1732706,'Lukasz Wyrzykowski\nUniversity of Warsaw'
972,1732706, 'G. Pietrzynski'
973,1732706, 'O. Szewczyk'
974,1732707,'C Baltay'
975,1732707, 'J A Snyder'
976,1732707, 'P. Andrews'
977,1732707, 'W. Emmet'
978,1732707, 'B. Schaefer'
979,1732707, 'J Sinnott'
980,1732707, 'C. Bailyn'
981,1732707, 'P. Coppi'
982,1732707, 'A. Oemler'
983,1732707, 'C. N. Sabbey'
984,1732707, 'Sabatino Sofia'
985,1732707, 'W. van Altena'
986,1732707, 'A. K. Vivas'
987,1732707, 'Christian Abad'
988,1732707, 'Cesar Briceno'
989,1732707, 'Gustavo Bruzual'
990,1732707, 'Magris C. Gladis'
991,1732707, 'J. Stock'
992,1732707, 'F. Della Prugna'
993,1732707, 'Ge. Sanchez'
994,1732707, 'Gu. Sanchez'
995,1732707, 'H. Schenner'
996,1732707, 'B. Adams'
997,1732707, 'M. Gebhard'
998,1732707, 'R. K. Honeycutt'
999,1732707, 'Jim Musser'
1000,1732707, 'F Harris'
1001,1732707, 'John Geary'
1002,1732708,'T. Antoni et al'
1003,1732709,'Randall Smith\nSmithsonian Institution'
1004,1732709, 'Richard J. Edgar\nHarvard-Smithsonian Center for Astrophysics'
1005,1732709, 'and Richard A. Shafer'
1006,1732710,'R. Wischnewski'
1007,1732710, 'for the AMANDA Collaboration'
1008,1732711,'Slavko Bogdanov'
1009,1732711, 'Malgorzata Pruszynska'
1010,1732711, 'Wojciech Lewandowski\nUniversity of Zielona Góra'
1011,1732711, 'Aleksander Wolszczan\nPennsylvania State University'
1012,1732712,'Jian Ge\nUniversity of Florida'
1013,1732713,'Ray Jayawardhana'
1014,1732713, 'K. L. Luhman'
1015,1732713," ""Paola D'Alessio\nUniversidad Nacional Autónoma de México"""
1016,1732713, 'John R. Stauffer'
1017,1732714,'E. S. Levine'
1018,1732714, 'AE Schulz'
1019,1732714, 'Martin White'
1020,1732715,'Bulent Uyaniker'
1021,1732715, 'T. L. Landecker'
1022,1732716,'Dany Page'
1023,1732716, 'V. V. Usov\nWeizmann Institute of Science'
1024,1732717,'R. H. Rubin'
1025,1732717, 'N. J. Bhatt'
1026,1732717, 'R. J. Dufour'
1027,1732717, 'BA Buckalew'
1028,1732717, 'M. J. Barlow'
1029,1732717, 'X.-W. Liu'
1030,1732717, 'Peter John Storey'
1031,1732717, 'B. Balick'
1032,1732717, 'G. J. Ferland'
1033,1732717, 'J. P. Harrington'
1034,1732717, 'P. G. Martin'
1035,1732718,'Eva Gessner'
1036,1732718, 'H. Dehnen\nUniversity of Konstanz'
1037,1732719,'Andreas O. Jaunsen'
1038,1732719, 'M. I. Andersen'
1039,1732719, 'J. Hjorth'
1040,1732719, 'Johan Peter Uldall Fynbo\nUniversity of Copenhagen'
1041,1732720,'Michel Breger\nUniversity of Texas at Austin'
1042,1732720, 'Alexey A. Pamyatnykh\nCentrum Astronomiczne im. M. Kopernika PAN'
1043,1732720, 'W. Zima'
1044,1732720, 'Rafael silva Garrido\nUniversidad de Valparaíso (Chile)'
1045,1732721,'Rahman Amanullah\nStockholm University'
1046,1732721, 'E. Mortsell'
1047,1732721, 'A Goobar'
1048,1732722,'C. P. Dullemond'
1049,1732722, 'G.-J. Van Zadelhoff\nKoninklijk Nederlands Meteorologisch Instituut'
1050,1732722, 'Antonella Natta\nDublin Institute for Advanced Studies'
1051,1732723,'E. J. H. Lee\nUniversidad Autónoma de Madrid'
1052,1732723, 'Kannan Balasubramanian'
1053,1732723, 'Jens Dorfmüller'
1054,1732723, 'Ralf Vogelgesang\nCarl von Ossietzky Universität Oldenburg'
1055,1732724,'Michele Bolognesi\nUniversité de Montpellier'
1056,1732724, 'Gianpietro Pirola'
1057,1732725,'Kai Ji\nSkolkovo Institute of Science and Technology'
1058,1732725, 'Keiichiro Nasu\nHigh Energy Accelerator Research Organization'
1059,1732726,'S. Sridhar'
1060,1732726, 'Sitabhra Sinha\nThe Institute of Mathematical Sciences'
1061,1732727,'Anders J. Frankild'
1062,1732727, 'Peter Jørgensen'
1063,1732728,'Sohrab Rahvar\nSharif University of Technology'
1064,1732728, 'M. Nouri-Zonoz\nUniversity of Tehran'
1065,1732729,"""N. D'Amico"""
1066,1732729, 'Andrea Possenti\nNational Institute of Astrophysics'
1067,1732729, 'L. Fici'
1068,1732729, 'R. N. Manchester'
1069,1732730,'J. B. Hutchings'
1070,1732730, 'P. B. Stetson'
1071,1732730, 'Annie C. Robin\nUniversity of Franche-Comté'
1072,1732730, 'T. Webb'
1073,1732731,'I. Neill Reid'
1074,1732731, 'J. Davy Kirkpatrick'
1075,1732731, 'James Liebert'
1076,1732731, 'J. E. Gizis'
1077,1732732,"""B. O'Halloran"""
1078,1732732, 'Liam Metcalfe'
1079,1732732, 'B. Mcbreen'
1080,1732732, 'R. J. Laureijs'
1081,1732732, 'K. Leech'
1082,1732732, 'M. Delaney'
1083,1732732, 'Donnamarie Watson'
1084,1732732, 'Lorraine Hanlon'
1085,1732733,'B. Hnat\nThe University of Warwick'
1086,1732733, 'Sandra Chapman\nThe University of Warwick'
1087,1732733, 'Nicholas Wynn Watkins\nThe London School of Economics and Political Science'
1088,1732734,'Harald Dimmelmeier'
1089,1732734, 'Jose A. Font\nUniversity of Valencia'
1090,1732734, 'Ewald Mueller'
1091,1732735,'H. Dimmelmeier'
1092,1732735, 'Jose A. Font\nUniversity of Valencia'
1093,1732735, 'E. Müller'
1094,1732736,'Pasi Hakala\nUniversity of Turku'
1095,1732736, 'Mark Cropper'
1096,1732736, 'Gavin Ramsay'
1097,1732737,'Dong Ye\nMiddle Tennessee State University'
1098,1732737, 'Zhongbin Qi'
1099,1732737, 'Heping Zhang\nLanzhou University'
1100,1732738,'Z. G. Dai'
1101,1732738, 'Torvalds Lu\nChina University of Geosciences (Beijing)'
1102,1732739,'Linqing Wen'
1103,1732739, 'Wei Cui\nTsinghua University'
1104,1732739, 'Alan M. Levine'
1105,1732739, 'Hale V. Bradt'
1106,1732740,'G. Ghisellini\nNational Institute of Astrophysics'
1107,1732741,'U. D. J. Gieseler'
1108,1732741, 'J. G. Kirk\nMax Planck Institute for Nuclear Physics'
1109,1732742,'Robert Roth\nTechnische Universität Darmstadt'
1110,1732742, 'P. Navratil'
1111,1732743,'Monica Colpi'
1112,1732743, 'Andrea Possenti\nNational Institute of Astrophysics'
1113,1732743, 'Alessia Gualandris'
1114,1732744,'Marc Freitag'
1115,1732744, 'Willy Benz'
1116,1732745,'John J. Cowan'
1117,1732745, 'Christopher Sneden'
1118,1732745, 'James W. Truran'
1119,1732746,'Henk Hoekstra'
1120,1732746, 'Howard K. C. Yee'
1121,1732746, 'and Michael D. Gladders'
1122,1732747,'Barton J. Pritzl\nUniversity of Wisconsin - Oshkosh'
1123,1732747, 'Horace A. Smith'
1124,1732747, 'Márcio Catelan\nPontificia Universidad Católica de Chile'
1125,1732747, 'Allen V. Sweigart'
1126,1732748,'Andrew Sheinis\nCanda France Hawaii Telescope'
1127,1732748, 'M. Bolte'
1128,1732748, 'Harland W. Epps\nUniversity of California Observatories'
1129,1732748, 'Robert I. Kibrick\nUniversity of California
1130,1732748, Santa Cruz'
1131,1732749,'Sidney van den Bergh'
1132,1732749, 'Weidong Li\nZhejiang University'
1133,1732749, 'Alexei Filippenko\nUniversity of California
1134,1732749, Berkeley'
1135,1732750,'Koichi Noguchi'
1136,1732750, 'Vladimir I. Pariev'
1137,1732750, 'S. A. Colgate'
1138,1732750, 'J. Nordhaus'
1139,1732750, 'H. F. Beckley'
1140,1732751,'Monica Valencia'
1141,1732751, 'Leonardo Castaneda\nNational University of Colombia'
1142,1732752,'Kazuki Takahashi'
1143,1732752, 'Hajime Inoue'
1144,1732752, 'Tadayasu Dotani'
1145,1732753,'Yuka Y. Tajiri'
1146,1732753, 'Hideyuki Kamaya\nNational Defense Academy of Japan'
1147,1732754,'J. G. Kirk\nMax Planck Institute for Nuclear Physics'
1148,1732754, 'O. Skjaeraasen\nInstitute for Energy Technology'
1149,1732754, 'Y. A. Gallant'
1150,1732755,'Melisa Prieto\nUniversidad Colegio Mayor de Cundinamarca'
1151,1732755, 'J. Reunanen'
1152,1732755, 'Jari Kotilainen\nUniversity of Turku'
1153,1732756,'Q. Yuan'
1154,1732756, 'R. F. Green'
1155,1732756, 'M. Brotherton'
1156,1732756, 'T. M. Tripp'
1157,1732756, 'Mary Elizabeth Kaiser'
1158,1732756, 'GA Kriss'
1159,1732757,'C. H. Ishwara-Chandra'
1160,1732757, 'J S Yadav\nTata Institute of Fundamental Research'
1161,1732757, 'Aroor Pramesh Rao\nNational Centre For Radio Astrophysics - Tata Institute Of Fundamental Research'
1162,1732758,'M. Arnaud'
1163,1732758, 'S. Majerowicz'
1164,1732758, 'D. Lumb'
1165,1732758, 'D. M. Neumann\nAtomic Energy and Alternative Energies Commission'
1166,1732759,'Miguel Alcubierre\nUniversidad Nacional Autónoma de México'
1167,1732759, 'F. S. Guzmán\nUniversidad Michoacana de San Nicolás de Hidalgo'
1168,1732759, 'Tonatiuh Matos\nCenter for Research and Advanced Studies of the National Polytechnic Institute'
1169,1732759, 'Dario Nunez'
1170,1732760,'Alfio Bonanno\nNational Institute of Astrophysics'
1171,1732760, 'D. Elstner\nLeibniz Institute for Astrophysics Potsdam'
1172,1732760, 'Guenther Ruediger\nLeibniz Institute for Astrophysics Potsdam'
1173,1732760, 'G. Belvedere'
1174,1732761,'Kee-Tae Kim'
1175,1732761, 'Bon-Chul Koo'
1176,1732762,'Anisa Bajkova\nPulkovo Observatory of Russian Academy of Sciences'
1177,1732763,'F. Fontani'
1178,1732763, 'R. Cesaroni'
1179,1732763, 'P. Caselli'
1180,1732763, 'Luca Olmi\nNational Institute of Astrophysics'
1181,1732764,'J. J. Zach'
1182,1732765,'Sidney van den Bergh'
1183,1732766,'H. Hirashita'
1184,1732766, 'YY Tajiri'
1185,1732766, 'Hideyuki Kamaya\nNational Defense Academy of Japan'
1186,1732767,'Janet P. Simpson'
1187,1732767, 'Sean W. J. Colgan'
1188,1732767, 'Edwin F. Erickson'
1189,1732767, 'Dean C. Hines'
1190,1732767, 'A. S. B. Schultz'
1191,1732767, 'and Susan R. Trammell'
1192,1732768,'Fabricio Ferrari\nUniversidade Federal do Rio Grande (FURG)'
1193,1732768, 'Miriani G. Pastoriza\nUniversidade Federal do Rio Grande do Sul'
1194,1732768, 'Ferdinando Duccio Macchetto\nSpace Telescope Science Institute'
1195,1732768, 'Charles José Bonatto\nUniversidade Federal do Rio Grande do Sul'
1196,1732769,'Davide Lazzati\nOregon State University'
1197,1732769, 'Enrico Ramirez-Ruiz'
1198,1732769, 'Martin J. Rees'
1199,1732770,'Michael P. Muno'
1200,1732770, 'Deepto Chakrabarty'
1201,1732770, 'Duncan Galloway\nMonash University (Australia)'
1202,1732770, 'Dimitrios Psaltis'
1203,1732771,'Yuichi Terashima'
1204,1732771, 'Andrew S. Wilson'
1205,1732772,'Michael Boyle'
1206,1732772, 'Duncan A. Brown'
1207,1732772, 'Lawrence E. Kidder'
1208,1732772, 'Abdul H. Mroue'
1209,1732772, 'Harald P. Pfeiffer'
1210,1732772, 'Mark A. Scheel'
1211,1732772, 'Gregory B. Cook'
1212,1732772, 'Saul A. Teukolsky'
1213,1732773,'T. P. Sasseen'
1214,1732773, 'Ian Eisenman\nUniversity of California
1215,1732773, San Diego'
1216,1732773, 'K. Mason'
1217,1732773, 'The XMM Optical Monitor Team'
1218,1732774,'Stephanie Cote\nNational Research Council Canada'
1219,1732774, 'A. R. Taylor'
1220,1732774, 'Peter Dewdney\nSKA Organisation'
1221,1732775,'Manolis Plionis\nAristotle University of Thessaloniki'
1222,1732776,'Kenneth M. Nollett'
1223,1732776, 'Robert E. Lopez'
1224,1732777,'Rainer Spurzem\nUniversität Heidelberg'
1225,1732777, 'Jun Makino\nKobe University'
1226,1732777, 'T. Fukushige'
1227,1732777, 'G. Lienhart'
1228,1732778,'Dmitry Podolsky\nAstellas Pharma'
1229,1732778, 'Alexei A. Starobinsky\nRussian Academy of Sciences'
1230,1732779,'G. Paturel'
1231,1732779, 'Pekka Teerikorpi'
1232,1732779, 'G. Theureau'
1233,1732779, 'P. Fouqué'
1234,1732779, 'Ilaria Musella'
1235,1732779, 'J. N. Terry'
1236,1732780,'Lynne A. Hillenbrand'
1237,1732780, 'Jonathan B. Foster'
1238,1732780, 'S. E. Persson\nCarnegie Institution for Science'
1239,1732780, 'K. Matthews'
1240,1732781,'S. Hony'
1241,1732781, 'L. B. F. M. Waters'
1242,1732781, 'A. G. G. M. Tielens'
1243,1732782,'Deidre A. Hunter'
1244,1732782, 'Vera C. Rubin'
1245,1732782, 'Rob A. Swaters'
1246,1732782, 'Linda S. Sparke'
1247,1732782, 'and Stephen E. Levine'
1248,1732783,'Alfio Bonanno\nNational Institute of Astrophysics'
1249,1732783, 'H. Schlattl'
1250,1732783, 'L. Paterno'
1251,1732784,'P. Bonifacio'
1252,1732784, 'Loredana Pasquini'
1253,1732784, 'F. Spite'
1254,1732784, 'A. Bragaglia'
1255,1732784, 'E. Carretta'
1256,1732784, 'V. Castellani'
1257,1732784, 'M. Centurion'
1258,1732784, 'A. Chieffi'
1259,1732784, 'Riccardo Claudi'
1260,1732784, 'G. Clementini'
1261,1732784," ""Francesca D'Antona"""
1262,1732784, 'S. Desidera'
