ID,PaperID,Reference In RG
732,1732424, '1819984'
733,1732424, '1812410'
734,1732424, '1815999'
735,1732424, '1815953'
736,1732424, '1813988'
737,1732424, '1808925'
738,1732424, '1808778'
739,1732424, '1805340'
740,1732424, '1779867'
741,1732424, '1738159'
742,1732424, '234185573'
743,1732424, '234177391'
744,1732424, '234260070'
745,1732424, '234230466'
746,1732424, '234196435'
747,1732424, '232757802'
748,1732424, '229069753'
749,1732424, '227663073'
750,1732424, '227529169'
751,1732424, '227527443'
752,1732424, '4714857'
753,1732424, '33807048'
754,1732424, '23928332'
755,1732424, '23904102'
756,1732424, '23606690'
757,1732424, '2233760'
758,1732424, '2229785'
759,1732424, '2229002'
760,1732424, '2236822'
761,1732424, '2234336'
762,1732424, '2227050'
763,1732424, '2223160'
764,1732424, '1816805'
765,1732424, '2222864'
766,1732424, '1819984'
767,1732424, '1812410'
768,1732424, '1815999'
769,1732424, '1815953'
770,1732424, '1813988'
771,1732424, '1808925'
772,1732424, '1808778'
773,1732424, '1805340'
774,1732424, '1779867'
775,1732424, '1738159'
776,1732425,'249229025'
777,1732425, '253128482'
778,1732425, '248541842'
779,1732425, '234551078'
780,1732425, '234493045'
781,1732425, '234487218'
782,1732425, '234486810'
783,1732425, '234404056'
784,1732425, '234338389'
785,1732425, '234322555'
786,1732425, '234191801'
787,1732425, '234301995'
788,1732425, '234272476'
789,1732425, '234260262'
790,1732425, '234147144'
791,1732425, '231104482'
792,1732425, '231094275'
793,1732425, '231059784'
794,1732425, '230971077'
795,1732425, '230940231'
796,1732425, '228542661'
797,1732425, '12123792'
798,1732425, '230907812'
799,1732425, '37689068'
800,1732425, '4692807'
801,1732425, '2228960'
802,1732425, '1808748'
803,1732425, '4666025'
804,1732425, '2236781'
805,1732425, '2219926'
806,1732426,'234507251'
807,1732426, '23809701'
808,1732426, '234551251'
809,1732426, '234524634'
810,1732426, '234467905'
811,1732426, '234340867'
812,1732426, '234339994'
813,1732426, '234274973'
814,1732426, '234182061'
815,1732426, '227737989'
816,1732426, '4711645'
817,1732426, '2574789'
818,1732426, '2419795'
819,1732426, '2234089'
820,1732427,'235530988'
821,1732427, '13270388'
822,1732427, '13268268'
823,1732427, '2224705'
824,1732427, '2074061'
825,1732427, '2051748'
826,1732427, '2051177'
827,1732427, '2049729'
828,1732427, '2045111'
829,1732427, '2044781'
830,1732427, '2040851'
831,1732427, '2040767'
832,1732427, '2035643'
833,1732427, '2035492'
834,1732427, '2034782'
835,1732427, '1997967'
836,1732427, '1996507'
837,1732427, '1994934'
838,1732427, '1838073'
839,1732427, '258069394'
840,1732427, '248780023'
841,1732427, '243474013'
842,1732427, '235600678'
843,1732427, '235548151'
844,1732427, '235534370'
845,1732427, '235446260'
846,1732427, '234332161'
847,1732427, '228109568'
848,1732427, '222683380'
849,1732427, '222651878'
850,1732427, '222559914'
851,1732427, '222535460'
852,1732427, '222504968'
853,1732427, '222497974'
854,1732427, '222497494'
855,1732427, '222491457'
856,1732427, '222490299'
857,1732427, '222252083'
858,1732427, '13277478'
859,1732427, '13276588'
860,1732427, '13271774'
861,1732427, '2050513'
862,1732427, '2044653'
863,1732427, '2000581'
864,1732427, '1999144'
865,1732427, '1996717'
866,1732427, '1996252'
867,1732427, '1996028'
868,1732427, '1995456'
869,1732427, '1810727'
870,1732427, '1808883'
871,1732429,'237495817'
872,1732429, '234518165'
873,1732429, '200455685'
874,1732429, '1844735'
875,1732429, '1749604'
876,1732429, '248850458'
877,1732429, '234330063'
878,1732429, '234296652'
879,1732429, '2218618'
880,1732429, '1843478'
881,1732429, '1739420'
882,1732430,'234383454'
883,1732430, '11836942'
884,1732430, '277544174'
885,1732430, '256372599'
886,1732430, '248623572'
887,1732430, '248577020'
888,1732430, '248576589'
889,1732430, '247018294'
890,1732430, '245343496'
891,1732430, '223778362'
892,1732430, '223508517'
893,1732430, '223485309'
894,1732430, '223213374'
895,1732430, '222660698'
896,1732430, '222485177'
897,1732430, '222480462'
898,1732430, '222236555'
899,1732430, '215930022'
900,1732430, '11807570'
901,1732430, '4690890'
902,1732431,'234553293'
903,1732431, '234331872'
904,1732431, '234303235'
905,1732431, '232762858'
906,1732431, '2229229'
907,1732431, '242876228'
908,1732431, '238026479'
909,1732431, '234484202'
910,1732431, '232748021'
911,1732431, '229387828'
912,1732431, '1740282'
913,1732431, '1817643'
914,1732431, '1814918'
915,1732431, '1814645'
916,1732431, '1740282'
917,1732431, '1817643'
918,1732431, '1814918'
919,1732431, '1814645'
920,1732432,'296003883'
921,1732432, '256688229'
922,1732432, '255659776'
923,1732432, '234198382'
924,1732432, '222878117'
925,1732432, '23864827'
926,1732432, '13324114'
927,1732432, '2792461'
928,1732433,'233398569'
929,1732433, '12265046'
930,1732433, '1793744'
931,1732433, '2234641'
932,1732434,'234342711'
933,1732434, '259260474'
934,1732434, '234511755'
935,1732434, '234500531'
936,1732434, '234483865'
937,1732434, '234466075'
938,1732434, '234456441'
939,1732434, '234365870'
940,1732434, '227520778'
941,1732434, '23625100'
942,1732434, '2235586'
943,1732434, '2234102'
944,1732434, '2231931'
945,1732434, '2231406'
946,1732434, '4710485'
947,1732434, '2225392'
948,1732434, '1811386'
949,1732434, '2223428'
950,1732434, '2221248'
951,1732434, '1809051'
952,1732434, '1779796'
953,1732435,'252583304'
954,1732435, '234556025'
955,1732435, '234526804'
956,1732435, '234513328'
957,1732435, '259073320'
958,1732435, '234433151'
959,1732435, '234423066'
960,1732435, '234406623'
961,1732435, '234386958'
962,1732435, '234346119'
963,1732435, '234228939'
964,1732435, '234222586'
965,1732435, '234338909'
966,1732435, '234329889'
967,1732435, '234263766'
968,1732435, '230610203'
969,1732435, '234220750'
970,1732435, '229069681'
971,1732435, '227786389'
972,1732435, '23916620'
973,1732435, '2220194'
974,1732435, '23911237'
975,1732435, '23614521'
976,1732435, '2234336'
977,1732435, '2229067'
978,1732435, '1813432'
979,1732435, '1746822'
980,1732436,
981,1732437,'234376772'
982,1732437, '23608297'
983,1732437, '4716507'
984,1732437, '1818801'
985,1732437, '1746654'
986,1732437, '256372599'
987,1732437, '253643461'
988,1732437, '234524575'
989,1732437, '234286939'
990,1732437, '234209335'
991,1732437, '227609477'
992,1732437, '226329237'
993,1732437, '2230123'
994,1732437, '2228287'
995,1732437, '1779204'
996,1732438,
997,1732439,'260863804'
998,1732439, '258257322'
999,1732439, '253821992'
1000,1732439, '242352582'
1001,1732439, '241688158'
1002,1732439, '234406097'
1003,1732439, '234362068'
1004,1732439, '234316959'
1005,1732439, '234306574'
1006,1732439, '234300480'
1007,1732439, '234241130'
1008,1732439, '41709868'
1009,1732439, '37624137'
1010,1732439, '2229369'
1011,1732439, '2222147'
1012,1732439, '2221786'
1013,1732439, '2220513'
1014,1732439, '259488036'
1015,1732439, '249142664'
1016,1732439, '248858148'
1017,1732439, '235336524'
1018,1732439, '234537294'
1019,1732439, '234501128'
1020,1732439, '234496418'
1021,1732439, '234403821'
1022,1732439, '234397461'
1023,1732439, '234366503'
1024,1732439, '234354383'
1025,1732439, '234228739'
1026,1732439, '234175445'
1027,1732439, '234173711'
1028,1732439, '225392018'
1029,1732439, '12714195'
1030,1732439, '2233566'
1031,1732439, '2232437'
1032,1732439, '2232279'
1033,1732439, '2219757'
1034,1732439, '2219642'
1035,1732439, '1842969'
1036,1732439, '1840872'
1037,1732439, '1818955'
1038,1732439, '1817068'
1039,1732439, '1815643'
1040,1732439, '1811494'
1041,1732440,'234471137'
1042,1732440, '222711934'
1043,1732440, '41707088'
1044,1732440, '2235261'
1045,1732440, '2232051'
1046,1732440, '237961260'
1047,1732440, '23854766'
1048,1732440, '2415055'
1049,1732440, '2236238'
1050,1732440, '2230911'
1051,1732440, '2228589'
1052,1732440, '2224614'
1053,1732440, '2222961'
1054,1732440, '2221828'
1055,1732440, '1929262'
1056,1732440, '1811374'
1057,1732440, '1748041'
1058,1732441,'234398047'
1059,1732441, '234346925'
1060,1732441, '23892085'
1061,1732441, '23858633'
1062,1732441, '23703039'
1063,1732441, '23621783'
1064,1732441, '4661458'
1065,1732441, '2235234'
1066,1732441, '2229171'
1067,1732441, '2228775'
1068,1732441, '2228753'
1069,1732441, '1840597'
1070,1732441, '1744304'
1071,1732441, '252650948'
1072,1732441, '245582863'
1073,1732441, '240578867'
1074,1732441, '234501510'
1075,1732441, '234268758'
1076,1732441, '234194588'
1077,1732441, '234184820'
1078,1732441, '227757341'
1079,1732441, '200455809'
1080,1732441, '4716325'
1081,1732441, '2228477'
1082,1732441, '1815890'
1083,1732441, '1795244'
1084,1732442,'260976145'
1085,1732442, '259046325'
1086,1732442, '234466363'
1087,1732442, '41820271'
1088,1732442, '2224057'
1089,1732442, '234246642'
1090,1732442, '222657329'
1091,1732442, '1806529'
1092,1732443,'278587619'
1093,1732443, '232771213'
1094,1732443, '12779869'
1095,1732443, '12610006'
1096,1732443, '7173593'
1097,1732443, '227084059'
1098,1732443, '200034022'
1099,1732443, '17542278'
1100,1732443, '13324641'
1101,1732443, '8025580'
1102,1732443, '6258158'
1103,1732443, '5619292'
1104,1732443, '1828110'
1105,1732443, '1821065'
1106,1732443, '1827666'
1107,1732443, '6258158'
1108,1732443, '5619292'
1109,1732443, '1828110'
1110,1732443, '1821065'
1111,1732443, '1827666'
1112,1732444,'253265677'
1113,1732444, '252949057'
1114,1732444, '249229895'
1115,1732444, '241428322'
1116,1732444, '263553418'
1117,1732444, '260954979'
1118,1732444, '259280547'
1119,1732444, '259262647'
1120,1732444, '252181997'
1121,1732444, '248851552'
1122,1732444, '235329300'
1123,1732444, '234314927'
1124,1732444, '234471464'
1125,1732444, '234414150'
1126,1732444, '234228812'
1127,1732444, '230928775'
1128,1732444, '234187468'
1129,1732444, '232796877'
1130,1732444, '232790442'
1131,1732444, '231033067'
1132,1732444, '230793963'
1133,1732444, '227757253'
1134,1732444, '227738538'
1135,1732444, '227724704'
1136,1732444, '227646592'
1137,1732444, '2226973'
1138,1732444, '4674782'
1139,1732444, '2230198'
1140,1732444, '2228634'
1141,1732444, '2223574'
1142,1732444, '1925558'
1143,1732444, '1817112'
1144,1732444, '2222462'
1145,1732444, '1929350'
1146,1732444, '1926699'
1147,1732444, '1813672'
1148,1732444, '1814789'
1149,1732444, '1813950'
1150,1732444, '1812817'
