ID,PaperID,Reference In RG
3318,1732526, '234370050'
3319,1732526, '234292752'
3320,1732526, '234208303'
3321,1732526, '234178789'
3322,1732526, '229069674'
3323,1732526, '227652543'
3324,1732526, '222469418'
3325,1732526, '222435083'
3326,1732526, '200456185'
3327,1732526, '43104285'
3328,1732526, '43091176'
3329,1732526, '43055513'
3330,1732526, '42384286'
3331,1732526, '42384284'
3332,1732526, '41715770'
3333,1732526, '30384924'
3334,1732526, '27262600'
3335,1732526, '27259852'
3336,1732526, '23700478'
3337,1732526, '23619648'
3338,1732526, '11253997'
3339,1732526, '2236396'
3340,1732526, '2233977'
3341,1732526, '2224181'
3342,1732526, '1932918'
3343,1732526, '1930040'
3344,1732526, '1928796'
3345,1732526, '1890502'
3346,1732526, '1840814'
3347,1732526, '1822849'
3348,1732526, '1812374'
3349,1732526, '1809177'
3350,1732526, '1805458'
3351,1732526, '1791819'
3352,1732526, '1790633'
3353,1732526, '1789306'
3354,1732526, '1786989'
3355,1732526, '1785145'
3356,1732526, '1764904'
3357,1732526, '1746814'
3358,1732526, '1741305'
3359,1732526, '1736337'
3360,1732527,'258257678'
3361,1732527, '2821499'
3362,1732527, '2229733'
3363,1732527, '2225233'
3364,1732527, '1818809'
3365,1732527, '258946752'
3366,1732527, '253005416'
3367,1732527, '228923272'
3368,1732527, '222575370'
3369,1732527, '23819058'
3370,1732527, '23621393'
3371,1732527, '2226072'
3372,1732527, '2223878'
3373,1732527, '2219783'
3374,1732527, '1850851'
3375,1732527, '1843786'
3376,1732527, '1842364'
3377,1732527, '1840876'
3378,1732527, '1840548'
3379,1732527, '1818472'
3380,1732527, '1813329'
3381,1732528,'257764784'
3382,1732528, '240578902'
3383,1732528, '238823010'
3384,1732528, '253822945'
3385,1732528, '253632838'
3386,1732528, '252946317'
3387,1732528, '239666244'
3388,1732528, '239533614'
3389,1732528, '237261555'
3390,1732528, '234219027'
3391,1732528, '231050866'
3392,1732528, '230997712'
3393,1732528, '230933476'
3394,1732528, '231007962'
3395,1732528, '230936361'
3396,1732528, '27262582'
3397,1732528, '12642813'
3398,1732528, '23607540'
3399,1732528, '2624349'
3400,1732528, '2226966'
3401,1732528, '1846582'
3402,1732528, '2221853'
3403,1732529,'231063347'
3404,1732529, '226023406'
3405,1732529, '225135673'
3406,1732529, '222520215'
3407,1732529, '13268161'
3408,1732529, '12330668'
3409,1732529, '2234160'
3410,1732529, '2234140'
3411,1732529, '2231386'
3412,1732529, '2047587'
3413,1732529, '2040147'
3414,1732529, '2000585'
3415,1732529, '1995571'
3416,1732529, '1995085'
3417,1732529, '1994853'
3418,1732529, '1964225'
3419,1732529, '1964115'
3420,1732529, '1962809'
3421,1732529, '235499225'
3422,1732529, '223836070'
3423,1732529, '222539213'
3424,1732529, '222514122'
3425,1732529, '222451232'
3426,1732529, '222445170'
3427,1732529, '222302279'
3428,1732529, '13330841'
3429,1732529, '13276213'
3430,1732529, '12306956'
3431,1732529, '2741825'
3432,1732529, '2235557'
3433,1732529, '2232842'
3434,1732529, '2231447'
3435,1732529, '2230272'
3436,1732529, '2228594'
3437,1732529, '2227252'
3438,1732529, '2226877'
3439,1732529, '2223320'
3440,1732529, '2222558'
3441,1732529, '2088152'
3442,1732529, '2086806'
3443,1732529, '2045834'
3444,1732529, '2044243'
3445,1732529, '1978687'
3446,1732529, '1976346'
3447,1732529, '1842434'
3448,1732529, '1841610'
3449,1732529, '1841543'
3450,1732529, '1840397'
3451,1732529, '1812843'
3452,1732529, '1779650'
3453,1732529, '1754719'
3454,1732529, '1753633'
3455,1732529, '1738839'
3456,1732529, '1754719'
3457,1732529, '1753633'
3458,1732529, '1738839'
3459,1732530,'234279578'
3460,1732531,'2230119'
3461,1732531, '2228323'
3462,1732531, '2225066'
3463,1732531, '1854689'
3464,1732531, '296759154'
3465,1732531, '234403834'
3466,1732531, '229542641'
3467,1732531, '222678490'
3468,1732531, '222646940'
3469,1732531, '41705910'
3470,1732531, '23621393'
3471,1732531, '23620931'
3472,1732531, '10710870'
3473,1732531, '4677565'
3474,1732531, '2236065'
3475,1732531, '2234243'
3476,1732531, '2234235'
3477,1732531, '2230680'
3478,1732531, '2220427'
3479,1732531, '2220190'
3480,1732532,'240578950'
3481,1732532, '280860876'
3482,1732532, '270844543'
3483,1732532, '252269991'
3484,1732532, '249336555'
3485,1732532, '249230556'
3486,1732532, '249228333'
3487,1732532, '245110267'
3488,1732532, '243693537'
3489,1732532, '243578704'
3490,1732532, '234546297'
3491,1732532, '238956587'
3492,1732532, '236503137'
3493,1732532, '235494522'
3494,1732532, '234549555'
3495,1732532, '234490898'
3496,1732532, '234545279'
3497,1732532, '234522017'
3498,1732532, '234519737'
3499,1732532, '234495415'
3500,1732532, '234358230'
3501,1732532, '234305990'
3502,1732532, '234298155'
3503,1732532, '234331116'
3504,1732532, '234308370'
3505,1732532, '234206970'
3506,1732532, '234187141'
3507,1732532, '234252324'
3508,1732532, '234231561'
3509,1732532, '234180874'
3510,1732532, '23817116'
3511,1732532, '234176429'
3512,1732532, '231049212'
3513,1732532, '51360800'
3514,1732532, '30764381'
3515,1732532, '20316270'
3516,1732532, '12459794'
3517,1732532, '11826661'
3518,1732533,'24293760'
3519,1732533, '2226907'
3520,1732533, '234267164'
3521,1732533, '234219092'
3522,1732534,'253926126'
3523,1732534, '235794489'
3524,1732534, '234531083'
3525,1732534, '1818491'
3526,1732534, '1809413'
3527,1732534, '276945536'
3528,1732534, '258870180'
3529,1732534, '234366654'
3530,1732534, '234176358'
3531,1732534, '232784360'
3532,1732534, '23879869'
3533,1732534, '4718715'
3534,1732534, '1842151'
3535,1732534, '1841225'
3536,1732534, '1816315'
3537,1732534, '1810968'
3538,1732535,'238590449'
3539,1732535, '234508338'
3540,1732535, '232068846'
3541,1732535, '23868101'
3542,1732535, '2227096'
3543,1732535, '2219970'
3544,1732535, '1844417'
3545,1732535, '1816313'
3546,1732535, '1814962'
3547,1732535, '1813464'
3548,1732535, '1788233'
3549,1732535, '1738088'
3550,1732535, '255901513'
3551,1732535, '252128505'
3552,1732535, '244958236'
3553,1732535, '241479123'
3554,1732535, '240578654'
3555,1732535, '234519427'
3556,1732535, '234512084'
3557,1732535, '234488912'
3558,1732535, '234442485'
3559,1732535, '234327646'
3560,1732535, '234309530'
3561,1732535, '234284869'
3562,1732535, '234257163'
3563,1732535, '234233787'
3564,1732535, '234193764'
3565,1732535, '234173514'
3566,1732535, '227621515'
3567,1732535, '222315103'
3568,1732535, '222304004'
3569,1732535, '23887737'
3570,1732535, '7192014'
3571,1732535, '2232468'
3572,1732535, '2223534'
3573,1732535, '1820025'
3574,1732535, '1816730'
3575,1732535, '1809189'
3576,1732535, '1808793'
3577,1732535, '1799256'
3578,1732535, '1753503'
3579,1732535, '1738839'
3580,1732536,'235555280'
3581,1732536, '235526445'
3582,1732536, '279409755'
3583,1732536, '262030483'
3584,1732536, '242255084'
3585,1732536, '235572087'
3586,1732536, '235560538'
3587,1732536, '235512128'
3588,1732536, '235482009'
3589,1732536, '235475064'
3590,1732536, '230959889'
3591,1732536, '227030000'
3592,1732536, '225456120'
3593,1732536, '234322572'
3594,1732536, '223838442'
3595,1732536, '222686660'
3596,1732536, '223836199'
3597,1732536, '222122762'
3598,1732536, '222022622'
3599,1732536, '222013504'
3600,1732536, '46100890'
3601,1732536, '43193456'
3602,1732536, '41573354'
3603,1732536, '28349353'
3604,1732536, '13236119'
3605,1732536, '2157707'
3606,1732536, '2162930'
3607,1732536, '2153874'
3608,1732536, '2153866'
3609,1732536, '2153399'
3610,1732536, '2148993'
3611,1732536, '2017863'
3612,1732536, '2013081'
3613,1732536, '2016583'
3614,1732536, '2011555'
3615,1732536, '1860188'
3616,1732537,'234548627'
3617,1732537, '234454618'
3618,1732537, '234361485'
3619,1732537, '234294088'
3620,1732537, '2231265'
3621,1732537, '2225289'
3622,1732537, '252830519'
3623,1732537, '249227922'
3624,1732537, '234434724'
3625,1732537, '234297831'
3626,1732537, '234296026'
3627,1732537, '234287186'
3628,1732537, '234217527'
3629,1732537, '234204805'
3630,1732537, '227732261'
3631,1732537, '23891844'
3632,1732537, '2792923'
3633,1732537, '1747557'
3634,1732538,'234416408'
3635,1732538, '2231635'
3636,1732539,'234442356'
3637,1732539, '224900242'
3638,1732539, '23581744'
3639,1732539, '253612725'
3640,1732539, '240578773'
3641,1732539, '234528945'
3642,1732539, '234466245'
3643,1732539, '234390374'
3644,1732539, '234362682'
3645,1732539, '23866132'
3646,1732539, '2446094'
3647,1732539, '2226363'
3648,1732539, '2225492'
3649,1732539, '2223579'
3650,1732540,'234529186'
3651,1732540, '234202983'
3652,1732540, '228388115'
3653,1732540, '259258215'
3654,1732540, '253420521'
3655,1732540, '234218223'
3656,1732540, '222510131'
3657,1732541,'257764787'
3658,1732541, '234336835'
3659,1732541, '234206823'
3660,1732541, '233814516'
3661,1732541, '259614166'
3662,1732541, '252871434'
3663,1732541, '249228962'
3664,1732541, '234186048'
3665,1732541, '234173514'
3666,1732541, '232756374'
3667,1732541, '227705673'
3668,1732541, '227698428'
3669,1732541, '23842908'
3670,1732541, '2773296'
3671,1732541, '2599251'
3672,1732542,'241442994'
3673,1732542, '234941497'
3674,1732542, '234359373'
3675,1732542, '234319348'
3676,1732542, '234306612'
3677,1732542, '234257341'
3678,1732542, '230962885'
3679,1732542, '224954141'
3680,1732542, '23919878'
3681,1732542, '23858614'
3682,1732542, '23702048'
3683,1732542, '23616524'
3684,1732542, '23606973'
3685,1732542, '287482314'
3686,1732542, '253638459'
3687,1732542, '253389711'
3688,1732542, '252432371'
3689,1732542, '252432201'
3690,1732542, '252255384'
3691,1732542, '234505837'
3692,1732542, '234471922'
3693,1732542, '234460090'
3694,1732542, '234449992'
3695,1732542, '234440049'
3696,1732542, '234419376'
3697,1732542, '234411709'
3698,1732542, '234389306'
3699,1732542, '234364979'
3700,1732542, '234326892'
3701,1732542, '234310977'
3702,1732542, '234195369'
3703,1732542, '234192723'
3704,1732542, '231102833'
3705,1732542, '231071021'
3706,1732542, '227716280'
3707,1732542, '226140927'
3708,1732542, '200456013'
3709,1732542, '200455984'
3710,1732542, '200455952'
3711,1732542, '200455783'
3712,1732542, '200455780'
3713,1732542, '45679135'
3714,1732542, '41706181'
3715,1732542, '28639565'
3716,1732542, '27262118'
3717,1732542, '23929211'
3718,1732542, '23926091'
3719,1732542, '23892991'
3720,1732542, '23591520'
3721,1732542, '12133716'
3722,1732542, '4699646'
3723,1732542, '2235091'
3724,1732542, '2232399'
3725,1732542, '2231079'
3726,1732542, '2230268'
3727,1732542, '2228870'
3728,1732542, '2229612'
3729,1732542, '2229410'
3730,1732542, '2226774'
3731,1732542, '2224350'
3732,1732542, '1842679'
3733,1732542, '1840888'
3734,1732542, '1811408'
3735,1732543,'234552756'
3736,1732543, '41713810'
3737,1732543, '23705381'
3738,1732543, '2236473'
3739,1732543, '2229928'
3740,1732543, '257425941'
3741,1732543, '253707945'
3742,1732543, '234545592'
3743,1732543, '234506557'
3744,1732543, '234448306'
3745,1732543, '234317863'
3746,1732543, '234234176'
3747,1732543, '231122230'
3748,1732543, '231093055'
3749,1732543, '227738127'
3750,1732543, '227630372'
3751,1732543, '24152224'
3752,1732543, '23876164'
3753,1732543, '23582572'
3754,1732543, '4694727'
3755,1732543, '2235531'
3756,1732543, '2234223'
3757,1732543, '1925604'
3758,1732543, '1745796'
3759,1732544,'234451695'
3760,1732544, '234498981'
3761,1732544, '234433151'
3762,1732544, '234204672'
3763,1732544, '234185818'
3764,1732544, '227786389'
3765,1732544, '2235289'
3766,1732544, '2229067'
3767,1732545,'252974365'
3768,1732545, '231133142'
3769,1732545, '231054246'
3770,1732545, '231025139'
3771,1732545, '230967707'
3772,1732545, '230966237'
3773,1732545, '241551008'
3774,1732545, '234419137'
3775,1732545, '234404954'
3776,1732545, '231138051'
3777,1732545, '222711957'
3778,1732545, '222711952'
3779,1732545, '23878373'
3780,1732545, '23858633'
3781,1732545, '45679207'
3782,1732545, '23585177'
3783,1732545, '2228460'
3784,1732545, '1841299'
3785,1732545, '1841035'
3786,1732545, '4675712'
3787,1732545, '1815242'
3788,1732545, '1813906'
3789,1732545, '1779639'
3790,1732545, '1818284'
3791,1732545, '1815824'
3792,1732545, '1778985'
3793,1732546,'275140173'
3794,1732546, '243400552'
3795,1732546, '344496278'
3796,1732546, '257379913'
3797,1732546, '244590431'
3798,1732546, '243454052'
3799,1732546, '241482207'
3800,1732546, '239149150'
3801,1732546, '238565692'
3802,1732546, '235525343'
3803,1732546, '235493489'
3804,1732546, '234995015'
3805,1732546, '234934482'
3806,1732546, '234920347'
3807,1732546, '234893157'
3808,1732546, '234868446'
3809,1732546, '234849419'
3810,1732546, '231638991'
3811,1732546, '231247479'
3812,1732546, '231247449'
3813,1732546, '231217237'
3814,1732546, '231027731'
3815,1732546, '230668851'
3816,1732546, '227007575'
3817,1732546, '224028575'
3818,1732546, '51369882'
3819,1732546, '223780197'
3820,1732546, '11663591'
3821,1732546, '11396982'
3822,1732546, '9015043'
3823,1732546, '7388774'
3824,1732546, '7475505'
3825,1732546, '7419291'
3826,1732546, '7396750'
3827,1732546, '7394844'
3828,1732546, '6923435'
3829,1732546, '7172284'
3830,1732546, '6935232'
3831,1732546, '6934942'
3832,1732546, '6932397'
3833,1732546, '6076701'
3834,1732546, '6691002'
3835,1732546, '6673576'
3836,1732546, '6553564'
3837,1732546, '5972464'
3838,1732546, '1853606'
3839,1732546, '5941758'
3840,1732546, '2169815'
3841,1732547,'260078008'
3842,1732547, '221720670'
3843,1732547, '216098572'
3844,1732547, '12547090'
3845,1732547, '2458364'
3846,1732547, '290563132'
3847,1732547, '283636907'
3848,1732547, '271206107'
3849,1732547, '256742992'
3850,1732547, '241455977'
3851,1732547, '240183021'
3852,1732547, '232753216'
3853,1732547, '231819431'
3854,1732547, '231669845'
3855,1732547, '231005509'
3856,1732547, '224043320'
3857,1732547, '223166039'
3858,1732547, '222397812'
3859,1732547, '220030021'
3860,1732547, '30765440'
3861,1732547, '26297603'
3862,1732547, '14776803'
3863,1732547, '13230115'
3864,1732547, '11640841'
3865,1732548,'233867185'
3866,1732548, '2199006'
3867,1732548, '2176815'
3868,1732548, '233746918'
3869,1732548, '225893866'
3870,1732548, '223843654'
3871,1732548, '200703048'
3872,1732549,'248850714'
3873,1732549, '234425998'
3874,1732549, '234217542'
3875,1732549, '255934079'
3876,1732549, '253877341'
3877,1732549, '249228915'
3878,1732549, '234502541'
3879,1732549, '234501448'
3880,1732549, '234214287'
3881,1732549, '234174546'
3882,1732549, '230579458'
3883,1732549, '228677658'
3884,1732549, '229780783'
3885,1732549, '227721837'
3886,1732549, '227067788'
3887,1732549, '24159204'
3888,1732549, '226437612'
3889,1732549, '222469418'
3890,1732549, '46167425'
3891,1732549, '24152454'
3892,1732549, '23920558'
3893,1732549, '23916076'
3894,1732549, '23915186'
3895,1732549, '23908509'
3896,1732549, '23896662'
3897,1732549, '23868517'
3898,1732549, '23890043'
3899,1732549, '23879348'
3900,1732549, '23863357'
3901,1732549, '23859882'
3902,1732549, '23594678'
3903,1732549, '23576897'
3904,1732549, '4712486'
3905,1732549, '4712108'
3906,1732549, '23842519'
3907,1732549, '4711818'
3908,1732549, '4671089'
3909,1732549, '4668855'
3910,1732549, '2230892'
3911,1732549, '4700254'
3912,1732549, '1852581'
3913,1732549, '1814313'
3914,1732549, '2221743'
3915,1732549, '1842887'
3916,1732549, '1810030'
3917,1732549, '1792714'
3918,1732550,'234256489'
3919,1732550, '4673665'
3920,1732550, '260881121'
3921,1732550, '260489100'
3922,1732550, '259599118'
3923,1732550, '259598784'
3924,1732550, '253312623'
3925,1732550, '252967402'
3926,1732550, '252584896'
3927,1732550, '234456314'
3928,1732550, '234394062'
3929,1732550, '225918276'
3930,1732550, '27259714'
3931,1732550, '12700044'
3932,1732550, '1787226'
3933,1732551,'234393408'
3934,1732551, '234319839'
3935,1732551, '231053954'
3936,1732551, '230995092'
3937,1732551, '230911094'
3938,1732551, '27262634'
3939,1732551, '23927319'
3940,1732551, '23926273'
3941,1732551, '2227218'
3942,1732551, '1853499'
3943,1732551, '1843615'
3944,1732551, '1813856'
3945,1732551, '1811224'
3946,1732551, '1794874'
3947,1732551, '1779549'
3948,1732551, '1779336'
3949,1732551, '1746778'
3950,1732551, '253708263'
3951,1732551, '249223899'
3952,1732551, '240577994'
3953,1732551, '234543738'
3954,1732551, '234543174'
3955,1732551, '234507227'
3956,1732551, '234402058'
3957,1732551, '234364544'
3958,1732551, '234357807'
3959,1732551, '234356928'
3960,1732551, '234253104'
3961,1732551, '234181876'
3962,1732551, '231072562'
3963,1732551, '231043044'
3964,1732551, '230964158'
3965,1732551, '227544588'
3966,1732551, '45623644'
3967,1732551, '45623641'
3968,1732551, '23867239'
3969,1732551, '2826796'
3970,1732551, '2232863'
3971,1732551, '2231745'
3972,1732551, '2231366'
3973,1732551, '2231227'
3974,1732551, '2225779'
3975,1732551, '1815372'
3976,1732551, '1814975'
3977,1732551, '1811976'
3978,1732551, '1793409'
3979,1732551, '1779337'
3980,1732552,'2226831'
3981,1732552, '1794059'
3982,1732552, '222482572'
3983,1732552, '1779271'
3984,1732552, '1752431'
3985,1732553,'234186635'
3986,1732553, '24157802'
3987,1732553, '23912230'
3988,1732553, '275608605'
3989,1732553, '258949609'
3990,1732553, '253079126'
3991,1732553, '234442774'
3992,1732553, '234403659'
3993,1732553, '23915298'
3994,1732553, '23899363'
3995,1732553, '23860008'
3996,1732553, '23624205'
3997,1732553, '23896625'
3998,1732553, '23828759'
3999,1732553, '4664240'
4000,1732553, '2821499'
4001,1732553, '2231958'
4002,1732553, '1807672'
4003,1732553, '1843591'
4004,1732553, '1818354'
4005,1732553, '1792122'
4006,1732553, '23860008'
4007,1732553, '23624205'
4008,1732553, '23896625'
4009,1732553, '23828759'
4010,1732553, '4664240'
4011,1732553, '2821499'
4012,1732553, '2231958'
4013,1732553, '1807672'
4014,1732553, '1843591'
4015,1732553, '1818354'
4016,1732553, '1792122'
4017,1732554,'237834897'
4018,1732554, '235410036'
4019,1732554, '230915188'
4020,1732554, '226712319'
4021,1732554, '215930966'
4022,1732554, '215930963'
4023,1732554, '45379569'
4024,1732554, '26254727'
4025,1732554, '7837437'
4026,1732554, '1872980'
4027,1732554, '286133764'
4028,1732554, '268738160'
4029,1732554, '256585516'
4030,1732554, '245362518'
4031,1732554, '241206536'
4032,1732554, '231014220'
4033,1732554, '226712025'
4034,1732554, '222408008'
4035,1732554, '215931063'
4036,1732554, '215930760'
4037,1732554, '215930366'
4038,1732554, '215929660'
4039,1732554, '215929403'
4040,1732554, '37406586'
4041,1732554, '30476104'
4042,1732554, '13350719'
4043,1732554, '13256334'
4044,1732554, '13232008'
4045,1732554, '7950955'
4046,1732554, '2974171'
4047,1732555,'23918771'
4048,1732555, '249142700'
4049,1732555, '234495614'
4050,1732555, '227697663'
4051,1732555, '227694878'
4052,1732555, '227679576'
4053,1732555, '227650556'
4054,1732555, '227650129'
4055,1732555, '227647886'
4056,1732555, '222535737'
4057,1732555, '23844318'
4058,1732555, '23810639'
4059,1732555, '6007425'
4060,1732555, '2287282'
4061,1732555, '2276004'
4062,1732555, '2234712'
4063,1732555, '2235025'
4064,1732555, '2228914'
4065,1732555, '2228821'
4066,1732555, '2228564'
4067,1732555, '2225218'
4068,1732555, '2223484'
4069,1732555, '2223462'
4070,1732555, '2222858'
4071,1732555, '2219681'
4072,1732555, '1843639'
4073,1732555, '1841031'
4074,1732555, '1840719'
4075,1732555, '1819477'
4076,1732555, '1817513'
4077,1732555, '1812125'
4078,1732555, '1816442'
4079,1732555, '1813540'
4080,1732555, '1809795'
4081,1732555, '23844318'
4082,1732555, '23810639'
4083,1732555, '6007425'
4084,1732555, '2287282'
4085,1732555, '2276004'
4086,1732555, '2234712'
4087,1732555, '2235025'
4088,1732555, '2228914'
4089,1732555, '2228821'
4090,1732555, '2228564'
4091,1732555, '2225218'
4092,1732555, '2223484'
4093,1732555, '2223462'
4094,1732555, '2222858'
4095,1732555, '2219681'
4096,1732555, '1843639'
4097,1732555, '1841031'
4098,1732555, '1840719'
4099,1732555, '1819477'
4100,1732555, '1817513'
4101,1732555, '1812125'
4102,1732555, '1816442'
4103,1732555, '1813540'
4104,1732555, '1809795'
4105,1732556,'234411042'
4106,1732556, '234312828'
4107,1732556, '234270454'
4108,1732556, '230718572'
4109,1732556, '229069678'
4110,1732556, '4684594'
4111,1732556, '2636150'
4112,1732556, '2232113'
4113,1732556, '1842930'
4114,1732556, '1842795'
4115,1732556, '1841522'
4116,1732556, '1840597'
4117,1732556, '1819900'
4118,1732556, '258867969'
4119,1732556, '252246653'
4120,1732556, '249225265'
4121,1732556, '234524193'
4122,1732556, '234496812'
4123,1732556, '234486934'
4124,1732556, '234456467'
4125,1732556, '234450495'
4126,1732556, '234420029'
4127,1732556, '234363414'
4128,1732556, '234333969'
4129,1732556, '234325992'
4130,1732556, '234311249'
4131,1732556, '234239217'
4132,1732556, '234210435'
4133,1732556, '234186609'
4134,1732556, '229069755'
4135,1732556, '229069677'
4136,1732556, '227721761'
4137,1732556, '227615013'
4138,1732556, '23923022'
4139,1732556, '23907379'
4140,1732556, '4711989'
4141,1732556, '4708262'
4142,1732556, '2224070'
4143,1732556, '1812457'
4144,1732557,'234468262'
4145,1732557, '234200703'
4146,1732557, '234185609'
4147,1732557, '23595832'
4148,1732557, '4677726'
4149,1732557, '234428048'
4150,1732557, '234235322'
4151,1732557, '23911600'
4152,1732557, '4670774'
4153,1732557, '2231709'
4154,1732558,'258305464'
4155,1732558, '249229000'
4156,1732558, '234299916'
4157,1732558, '231143141'
4158,1732558, '231018724'
4159,1732558, '2229113'
4160,1732558, '2228352'
4161,1732558, '2227907'
4162,1732558, '316806365'
4163,1732558, '253721739'
4164,1732558, '240294923'
4165,1732558, '12497276'
4166,1732558, '2791329'
4167,1732558, '2228447'
4168,1732558, '2224087'
4169,1732558, '1842115'
4170,1732558, '1841476'
4171,1732558, '1790341'
4172,1732558, '1787785'
4173,1732558, '1780124'
4174,1732558, '1779147'
4175,1732559,'233814516'
4176,1732559, '4663675'
4177,1732559, '2236530'
4178,1732559, '2231795'
4179,1732559, '2224693'
4180,1732559, '1925510'
4181,1732559, '1811311'
4182,1732559, '1810835'
4183,1732559, '1795700'
4184,1732559, '275639635'
4185,1732559, '249430176'
4186,1732559, '234555133'
4187,1732559, '234390625'
4188,1732559, '234173514'
4189,1732559, '222693280'
4190,1732559, '23927823'
4191,1732559, '2603009'
4192,1732559, '2232509'
4193,1732559, '2225690'
4194,1732559, '2221714'
4195,1732559, '1817878'
4196,1732559, '1813093'
4197,1732559, '1751731'
4198,1732559, '1746980'
4199,1732560,'258257473'
4200,1732560, '247667016'
4201,1732560, '234421849'
4202,1732560, '234383454'
4203,1732560, '252786352'
4204,1732560, '239929280'
4205,1732560, '234512848'
4206,1732560, '234357646'
4207,1732560, '231143521'
4208,1732560, '231129328'
4209,1732560, '230958950'
4210,1732560, '230921192'
4211,1732560, '231100611'
4212,1732560, '228926964'
4213,1732560, '228796884'
4214,1732560, '2544347'
4215,1732560, '1842546'
4216,1732560, '23889954'
4217,1732560, '6051550'
4218,1732560, '1840758'
4219,1732560, '1840489'
4220,1732560, '1790885'
4221,1732561,'253157438'
4222,1732561, '258305730'
4223,1732561, '258305656'
4224,1732561, '253673232'
4225,1732561, '252808923'
4226,1732561, '249142486'
4227,1732561, '241197472'
4228,1732561, '238393909'
4229,1732561, '234537294'
4230,1732561, '234490534'
4231,1732561, '234147234'
4232,1732561, '233401428'
4233,1732561, '233401398'
4234,1732561, '233401303'
4235,1732561, '234147271'
4236,1732561, '233398739'
4237,1732561, '231147600'
4238,1732561, '231139459'
4239,1732561, '231139328'
4240,1732561, '231136039'
4241,1732561, '231111952'
4242,1732561, '231106774'
4243,1732561, '231078769'
4244,1732561, '231127509'
4245,1732561, '231100484'
4246,1732561, '231068334'
4247,1732561, '231062566'
4248,1732561, '231011579'
4249,1732561, '231072891'
4250,1732561, '231038814'
4251,1732561, '231010180'
4252,1732561, '231002512'
4253,1732561, '230970565'
4254,1732561, '230968828'
4255,1732561, '230986202'
4256,1732561, '230938292'
4257,1732561, '230929742'
4258,1732561, '230950549'
4259,1732561, '230923246'
4260,1732561, '230904144'
4261,1732561, '230576727'
4262,1732561, '2576796'
4263,1732561, '229800572'
4264,1732561, '226614705'
4265,1732561, '222450048'
4266,1732561, '2231647'
4267,1732561, '2226137'
4268,1732561, '2231763'
4269,1732561, '2228416'
4270,1732561, '2225236'
4271,1732561, '1819807'
4272,1732561, '2222333'
4273,1732561, '1851970'
4274,1732561, '1840756'
4275,1732561, '1819799'
4276,1732561, '1798646'
4277,1732561, '1793744'
4278,1732561, '1790886'
4279,1732561, '1817558'
4280,1732561, '1815554'
4281,1732561, '1748550'
4282,1732561, '1734862'
4283,1732561, '234147234'
4284,1732561, '233401428'
4285,1732561, '233401398'
4286,1732561, '233401303'
4287,1732561, '234147271'
4288,1732561, '233398739'
4289,1732561, '231147600'
4290,1732561, '231139459'
4291,1732561, '231139328'
4292,1732561, '231136039'
4293,1732561, '231111952'
4294,1732561, '231106774'
4295,1732561, '231078769'
4296,1732561, '231127509'
4297,1732561, '231100484'
4298,1732561, '231068334'
4299,1732561, '231062566'
4300,1732561, '231011579'
4301,1732561, '231072891'
4302,1732561, '231038814'
4303,1732561, '231010180'
4304,1732561, '231002512'
4305,1732561, '230970565'
4306,1732561, '230968828'
4307,1732561, '230986202'
4308,1732561, '230938292'
4309,1732561, '230929742'
4310,1732561, '230950549'
4311,1732561, '230923246'
4312,1732561, '230904144'
4313,1732561, '230576727'
4314,1732561, '2576796'
4315,1732561, '229800572'
4316,1732561, '226614705'
4317,1732561, '222450048'
4318,1732561, '2231647'
4319,1732561, '2226137'
4320,1732561, '2231763'
4321,1732561, '2228416'
4322,1732561, '2225236'
4323,1732561, '1819807'
4324,1732561, '2222333'
4325,1732561, '1851970'
4326,1732561, '1840756'
4327,1732561, '1819799'
4328,1732561, '1798646'
4329,1732561, '1793744'
4330,1732561, '1790886'
4331,1732561, '1817558'
4332,1732561, '1815554'
4333,1732561, '1748550'
4334,1732561, '1734862'
4335,1732562,'249142806'
4336,1732562, '234382108'
4337,1732562, '278394679'
4338,1732562, '260739362'
4339,1732562, '253020050'
4340,1732562, '246326951'
4341,1732562, '240560402'
4342,1732562, '234389018'
4343,1732562, '234323627'
4344,1732562, '234283487'
4345,1732562, '23844334'
4346,1732562, '234256820'
4347,1732562, '227725431'
4348,1732562, '23624461'
4349,1732562, '23608628'
4350,1732562, '2233290'
4351,1732562, '2232531'
4352,1732562, '2233077'
4353,1732563,'226253082'
4354,1732563, '12226178'
4355,1732563, '231147553'
4356,1732563, '228057712'
4357,1732563, '13228058'
4358,1732563, '10689089'
4359,1732563, '7939196'
4360,1732563, '7303320'
4361,1732563, '7016303'
4362,1732563, '6643070'
4363,1732563, '1867123'
4364,1732564,'241946644'
4365,1732564, '327398917'
4366,1732564, '253314127'
4367,1732564, '251582468'
4368,1732564, '243546948'
4369,1732564, '243444866'
4370,1732564, '241350536'
4371,1732564, '236408067'
4372,1732564, '235571335'
4373,1732564, '235565596'
4374,1732564, '230785076'
4375,1732564, '235490653'
4376,1732564, '230785098'
4377,1732564, '226181451'
4378,1732564, '225153474'
4379,1732564, '13321500'
4380,1732564, '222746391'
4381,1732564, '46946015'
4382,1732564, '13319340'
4383,1732564, '13318875'
4384,1732564, '2158562'
4385,1732564, '2158076'
4386,1732564, '2157973'
4387,1732564, '2153914'
4388,1732564, '2153536'
4389,1732564, '2152866'
4390,1732564, '2152354'
4391,1732565,'260706461'
4392,1732565, '258000746'
